timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1546869740794,154,113 /images/animana-logo.svg,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-2,bin,true,,3953,467,20,20,154,0,132
1546869740934,31,131 /js/libraries/jquery.blockUI.js,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-9,text,true,,20455,609,20,20,30,0,0
1546869738631,2832,110 /css/generated/main.css,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-6,text,true,,342007,469,20,20,997,0,142
1546869741467,160,113 /images/animana-logo.svg,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-6,bin,true,,3953,467,20,20,160,0,138
1546869740968,828,133 /js/libraries/gritter/jquery.gritter.min.js,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-9,text,true,,4771,754,20,20,828,0,0
1546869741427,357,120 /web2/login,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-20,text,true,,19060,0,20,20,271,0,0
1546869741800,44,132 /js/libraries/fixedheadertable/jquery.fixedheadertable.min.js,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-9,text,true,,14855,639,20,20,25,0,0
1546869738723,3136,110 /css/generated/main.css,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-8,text,true,,342007,469,20,20,52,0,0
1546869741804,155,122 /css/floatingheader.css,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-20,text,true,,1853,483,20,20,155,0,133
1546869741961,23,124 /js/libraries/qtip/css/jquery.qtip.min.css,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-20,text,true,,9723,502,20,20,23,0,0
1546869737634,4353,112 /js/vendor/foundation/foundation.min.js,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-3,text,true,,109437,470,20,20,4105,0,145
1546869737635,4355,112 /js/vendor/foundation/foundation.min.js,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-4,text,true,,109437,470,20,20,2204,0,142
1546869741848,162,128 /js/jquery/jquery-ui.min.js,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-9,text,true,,240960,472,20,20,26,0,0
1546869741861,161,113 /images/animana-logo.svg,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-8,bin,true,,3953,467,20,20,161,0,141
1546869741986,43,123 /css/jQuery/themes/base/jquery-ui.min.css,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-20,text,true,,26095,634,20,20,24,0,0
1546869742012,21,134 /js/libraries/i18n/jquery.ui.datepicker-nl.min.js,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-9,text,true,,1410,627,20,20,21,0,0
1546869742030,22,125 /js/libraries/gritter/jquery.gritter.css,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-20,text,true,,2582,500,20,20,22,0,0
1546869742034,42,135 /js/jquery.animana.functions.js,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-9,text,true,,67880,476,20,20,20,0,0
1546869742054,27,126 /css/fontello.css,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-20,text,true,,15444,610,20,20,27,0,0
1546869742078,20,137 /js/libraries/maskedinput/jquery.maskedinput-1.3.1.min.js,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-9,text,true,,4097,768,20,20,20,0,0
1546869742083,21,127 /css/animation.css,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-20,text,true,,2372,611,20,20,21,0,0
1546869742105,21,129 /js/libraries/jquery.dialog.extra.js,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-20,text,true,,9299,481,20,20,21,0,0
1546869737708,4660,120 /web2/login,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-14,text,true,,19060,0,20,20,4285,0,0
1546869742099,315,136 /js/libraries/qtip/jquery.qtip.min.js,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-9,text,true,,44775,748,20,20,23,0,0
1546869742128,305,130 /js/libraries/jquery.form.min.js,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-20,text,true,,15636,610,20,20,305,0,0
1546869742416,24,138 /js/libraries/feedback/jquery.feedback-1.2.0.js,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-9,text,true,,5527,758,20,20,24,0,0
1546869741795,669,120 /web2/login,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-11,text,true,,19061,0,20,20,589,0,0
1546869742443,26,139 /js/libraries/jstorage.min.js,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-9,text,true,,11747,740,20,20,26,0,0
1546869737817,4652,120 /web2/login,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-18,text,true,,19060,0,20,20,4522,0,0
1546869742437,42,131 /js/libraries/jquery.blockUI.js,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-20,text,true,,20455,609,20,20,25,0,0
1546869742474,24,140 /js/animana.js,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-9,text,true,,12320,592,20,20,23,0,0
1546869742483,24,133 /js/libraries/gritter/jquery.gritter.min.js,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-20,text,true,,4771,754,20,20,23,0,0
1546869742375,160,122 /css/floatingheader.css,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-14,text,true,,1853,483,20,20,160,0,136
1546869742510,25,132 /js/libraries/fixedheadertable/jquery.fixedheadertable.min.js,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-20,text,true,,14855,639,20,20,25,0,0
1546869742540,24,124 /js/libraries/qtip/css/jquery.qtip.min.css,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-14,text,true,,9723,502,20,20,24,0,0
1546869739818,2749,110 /css/generated/main.css,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-5,text,true,,342007,469,20,20,1057,0,994
1546869741949,626,120 /web2/login,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-2,text,true,,19061,0,20,20,530,0,0
1546869742567,59,123 /css/jQuery/themes/base/jquery-ui.min.css,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-14,text,true,,26095,634,20,20,25,0,0
1546869742474,158,122 /css/floatingheader.css,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-18,text,true,,1853,483,20,20,158,0,129
1546869742468,165,122 /css/floatingheader.css,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-11,text,true,,1853,483,20,20,165,0,139
1546869742628,24,125 /js/libraries/gritter/jquery.gritter.css,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-14,text,true,,2582,500,20,20,24,0,0
1546869742500,158,141 /js/print.js,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-9,text,true,,2545,590,20,20,158,0,135
1546869742635,24,124 /js/libraries/qtip/css/jquery.qtip.min.css,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-18,text,true,,9723,502,20,20,23,0,0
1546869742635,25,124 /js/libraries/qtip/css/jquery.qtip.min.css,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-11,text,true,,9723,502,20,20,24,0,0
1546869742655,24,126 /css/fontello.css,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-14,text,true,,15444,610,20,20,23,0,0
1546869742661,26,142 /js/libraries/jquery.cookie.js,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-9,text,true,,1953,741,20,20,26,0,0
1546869742661,41,123 /css/jQuery/themes/base/jquery-ui.min.css,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-18,text,true,,26095,634,20,20,24,0,0
1546869742681,22,127 /css/animation.css,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-14,text,true,,2372,611,20,20,22,0,0
1546869742662,45,123 /css/jQuery/themes/base/jquery-ui.min.css,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-11,text,true,,26095,634,20,20,26,0,0
1546869742540,173,128 /js/jquery/jquery-ui.min.js,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-20,text,true,,240960,472,20,20,23,0,0
1546869742690,26,143 /js/animana-analytics.js,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-9,text,true,,3629,602,20,20,26,0,0
1546869741916,807,120 /web2/login,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-12,text,true,,19061,0,20,20,723,0,0
1546869742713,23,125 /js/libraries/gritter/jquery.gritter.css,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-18,text,true,,2582,500,20,20,23,0,0
1546869742713,24,129 /js/libraries/jquery.dialog.extra.js,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-14,text,true,,9299,481,20,20,24,0,0
1546869742713,26,125 /js/libraries/gritter/jquery.gritter.css,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-11,text,true,,2582,500,20,20,26,0,0
1546869742717,23,134 /js/libraries/i18n/jquery.ui.datepicker-nl.min.js,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-20,text,true,,1410,627,20,20,23,0,0
1546869742569,175,113 /images/animana-logo.svg,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-5,bin,true,,3953,467,20,20,175,0,152
1546869742580,164,122 /css/floatingheader.css,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-2,text,true,,1853,483,20,20,164,0,139
1546869742720,25,145 /js/libraries/modernizr.js,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-9,text,true,,11794,737,20,20,25,0,0
1546869742740,25,130 /js/libraries/jquery.form.min.js,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-14,text,true,,15636,610,20,20,24,0,0
1546869742739,27,126 /css/fontello.css,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-18,text,true,,15444,610,20,20,27,0,0
1546869742746,27,124 /js/libraries/qtip/css/jquery.qtip.min.css,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-2,text,true,,9723,502,20,20,27,0,0
1546869742748,26,146 /js/libraries/placeholder.js,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-9,text,true,,3017,739,20,20,26,0,0
1546869735042,7734,111 /js/jquery/jquery.min.js,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-7,text,true,,85922,455,20,20,408,0,0
1546869742744,30,126 /css/fontello.css,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-11,text,true,,15444,610,20,20,29,0,0
1546869742628,837,120 /web2/login,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-6,text,true,,19062,0,20,20,727,0,0
1546869742766,785,131 /js/libraries/jquery.blockUI.js,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-14,text,true,,20455,609,20,20,769,0,0
1546869742768,801,127 /css/animation.css,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-18,text,true,,2372,611,20,20,801,0,0
1546869743554,21,133 /js/libraries/gritter/jquery.gritter.min.js,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-14,text,true,,4771,754,20,20,21,0,0
1546869743577,24,132 /js/libraries/fixedheadertable/jquery.fixedheadertable.min.js,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-14,text,true,,14855,639,20,20,24,0,0
1546869742779,823,127 /css/animation.css,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-11,text,true,,2372,611,20,20,823,0,0
1546869743466,157,122 /css/floatingheader.css,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-6,text,true,,1853,483,20,20,157,0,122
1546869743571,53,129 /js/libraries/jquery.dialog.extra.js,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-18,text,true,,9299,481,20,20,53,0,0
1546869743604,45,129 /js/libraries/jquery.dialog.extra.js,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-11,text,true,,9299,481,20,20,45,0,0
1546869743626,26,124 /js/libraries/qtip/css/jquery.qtip.min.css,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-6,text,true,,9723,502,20,20,25,0,0
1546869743626,46,130 /js/libraries/jquery.form.min.js,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-18,text,true,,15636,610,20,20,46,0,0
1546869742746,934,135 /js/jquery.animana.functions.js,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-20,text,true,,67880,476,20,20,30,0,0
1546869743654,46,123 /css/jQuery/themes/base/jquery-ui.min.css,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-6,text,true,,26095,634,20,20,29,0,0
1546869743652,55,130 /js/libraries/jquery.form.min.js,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-11,text,true,,15636,610,20,20,55,0,0
1546869743674,36,131 /js/libraries/jquery.blockUI.js,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-18,text,true,,20455,609,20,20,33,0,0
1546869743684,26,137 /js/libraries/maskedinput/jquery.maskedinput-1.3.1.min.js,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-20,text,true,,4097,768,20,20,26,0,0
1546869743702,28,125 /js/libraries/gritter/jquery.gritter.css,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-6,text,true,,2582,500,20,20,28,0,0
1546869743713,25,133 /js/libraries/gritter/jquery.gritter.min.js,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-18,text,true,,4771,754,20,20,25,0,0
1546869743709,30,131 /js/libraries/jquery.blockUI.js,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-11,text,true,,20455,609,20,20,29,0,0
1546869743732,29,126 /css/fontello.css,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-6,text,true,,15444,610,20,20,27,0,0
1546869743713,50,136 /js/libraries/qtip/jquery.qtip.min.js,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-20,text,true,,44775,748,20,20,26,0,0
1546869743741,26,132 /js/libraries/fixedheadertable/jquery.fixedheadertable.min.js,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-18,text,true,,14855,639,20,20,26,0,0
1546869743742,30,133 /js/libraries/gritter/jquery.gritter.min.js,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-11,text,true,,4771,754,20,20,30,0,0
1546869743604,181,128 /js/jquery/jquery-ui.min.js,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-14,text,true,,240960,472,20,20,25,0,0
1546869743765,24,138 /js/libraries/feedback/jquery.feedback-1.2.0.js,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-20,text,true,,5527,758,20,20,24,0,0
1546869743764,25,127 /css/animation.css,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-6,text,true,,2372,611,20,20,25,0,0
1546869742727,1070,122 /css/floatingheader.css,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-12,text,true,,1853,483,20,20,1070,0,1042
1546869743774,29,132 /js/libraries/fixedheadertable/jquery.fixedheadertable.min.js,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-11,text,true,,14855,639,20,20,29,0,0
1546869743788,22,134 /js/libraries/i18n/jquery.ui.datepicker-nl.min.js,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-14,text,true,,1410,627,20,20,22,0,0
1546869743792,27,139 /js/libraries/jstorage.min.js,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-20,text,true,,11747,740,20,20,27,0,0
1546869743792,27,129 /js/libraries/jquery.dialog.extra.js,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-6,text,true,,9299,481,20,20,27,0,0
1546869743813,689,135 /js/jquery.animana.functions.js,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-14,text,true,,67880,476,20,20,633,0,0
1546869743745,874,120 /web2/login,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-5,text,true,,19061,0,20,20,734,0,0
1546869743799,848,124 /js/libraries/qtip/css/jquery.qtip.min.css,200,OK,IdexxAnimana_LoadTest_80ConcurrentUsers  1-12,text,true,,9723,502,20,20,848,0,0
